Species,ID_pine,ID_spruce,GO,ID_Arabidopsis,Gene name,Gene function,Expression,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Norway spruce,,MA_104060g0010,,,,,SHADE<SUN,169.2633474,0.291034375,0.241471467,1.205253683,0.228105384,0.682044253
Scots pine,PITA_000065306,MA_10425793g0010,,AT1G06980.1,,,SHADE>SUN,25.89283515,-4.263134516,0.815919545,-5.224944717,1.74E-07,5.49E-06
Norway spruce,,MA_10425793g0010,,,,,SHADE>SUN,43.43332274,-0.224210732,0.407505596,-0.550202829,0.582180263,0.909494385
Scots pine,PITA_000034022,MA_10425833g0010,GO:0051087,AT5G52060.1,ATBAG1,,,,,,,,
Norway spruce,,MA_10425833g0010,,,,,SHADE<SUN,263.9417646,0.53846177,0.168722085,3.191412488,0.00141579,0.025343496
Scots pine,PITA_000052285,MA_10425862g0010,,AT5G23850.1,,Arabidopsis thaliana protein of unknown function (DUF821),SHADE>SUN,253.8008114,-1.892684206,0.489639943,-3.86546121,1,
Norway spruce,,MA_10425862g0010,,,,,SHADE<SUN,194.2432087,0.92000681,0.405396027,2.269402629,0.023243852,0.186699022
Scots pine,PITA_000045116,MA_10425915g0010,,AT5G64260.1,EXL2,EXORDIUM like 2,SHADE>SUN,26.54238439,-1.497556354,0.370693297,-4,,
Norway spruce,,MA_10425915g0010,,,,,SHADE<SUN,27.11728965,0.162402641,0.719702343,0.225652511,0.821471696,0.971700286
Scots pine,PITA_000039290,MA_10425964g0010,GO:0005249,AT1G04690.1,KAB1,,,,,,,,
Norway spruce,,MA_10425964g0010,,,,,SHADE<SUN,264.9661929,0.447022191,0.323910277,1.380080296,0.167561923,0.590838287
Scots pine,PITA_000008713,MA_10425995g0010,,AT5G06720.1,ATPA2,,,,,,,,
Scots pine,PITA_000032394,MA_10425995g0010,GO:0002215,AT5G06720.1,ATPA2,,,,,,,,
Norway spruce,,MA_10425995g0010,,,,,SHADE<SUN,116.1196869,0.526175324,0.377716192,1.393044128,0.163606447,0.583935668
Scots pine,PITA_000080981,MA_10426132g0010,,AT3G07320.1,,O-Glycosyl hydrolases family 17 protein,SHADE<SUN,174.5895706,6.372927598,0.762266421,8.360498932,6.25E-17,8.25E-15
Norway spruce,,MA_10426132g0010,,,,,SHADE>SUN,358.8174509,-0.367293334,0.315481362,-1.16423148,0.244330216,0.701333907
Scots pine,PITA_000058678,MA_10426213g0030,,AT3G48770.1,,DNA binding;ATP binding,SHADE>SUN,45.80910619,-4.675990121,0.80857356,-5.78301141,7.34E-09,2.94E-07
Norway spruce,,MA_10426213g0030,,,,,SHADE>SUN,11.66203805,-0.846997474,0.643096054,-1.317062153,0.187817792,0.624189425
Scots pine,PITA_000008013,MA_10426244g0010,,AT5G09650.1,AtPPa6,,,,,,,,
Norway spruce,,MA_10426244g0010,,,,,SHADE<SUN,330.1653964,0.195202907,0.212731586,0.917601898,0.358827324,0.790813802
Scots pine,PITA_000036660,MA_10426266g0010,,AT1G02140.1,HAP1,,,,,,,,
Scots pine,PITA_000083704,MA_10426266g0010,,AT1G02140.1,HAP1,,,,,,,,
Norway spruce,,MA_10426266g0010,,,,,SHADE<SUN,70.49998815,0.034240145,0.221095677,0.154865736,0.876927167,0.98304486
Scots pine,PITA_000011481,MA_10426317g0010,GO:0044434,AT4G39470.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,283.7250289,1.394588135,0.205377357,6.790369469,1.12E-11,7
Norway spruce,,MA_10426317g0010,,,,,SHADE<SUN,171.3312756,0.351604572,0.240614688,1.46127643,0.143939595,0.548052755
Scots pine,PITA_000038071,MA_10426384g0010,,AT3G50180.1,,Plant protein of unknown function (DUF247),SHADE<SUN,1394.300807,1.431183905,0.410024968,3.490479887,4,
Norway spruce,,MA_10426384g0010,,,,,SHADE<SUN,541.3502728,0.930590799,0.682735829,1.363032023,0.172872418,0.599926384
Scots pine,PITA_000022352,MA_10426390g0020,,AT3G21420.1,,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,SHADE<SUN,225.8375195,1.732089318,0.160420244,10.79719916,3.55E-27,1.35E-24
Norway spruce,,MA_10426390g0020,,,,,SHADE<SUN,1515.493733,0.019259207,0.329030015,0.058533282,0.953323853,0.993753579
Scots pine,PITA_000018786,MA_10426424g0010,,AT2G37240.1,,Thioredoxin superfamily protein,SHADE<SUN,980.4911322,1.158277331,0.20892988,5.543856772,2.96E-08,1
Norway spruce,,MA_10426424g0010,,,,,SHADE<SUN,1136.082149,0.516063751,0.167515558,3.080691467,0.002065205,0.033679107
Scots pine,PITA_000059574,MA_10426527g0020,,AT5G11880.1,,Pyridoxal-dependent decarboxylase family protein,SHADE<SUN,146.9909917,2.438164778,0.564302375,4.32067077,1.56E-05,3
Norway spruce,,MA_10426527g0020,,,,,SHADE<SUN,100.6995951,0.248305522,0.224716777,1.104971005,0.269172153,0.728950852
Scots pine,PITA_000027950,MA_10426527g0020,,,,,SHADE<SUN,292.2746666,0.75306412,0.184044584,4,,
Scots pine,PITA_000008130,MA_10426581g0010,GO:0003735,AT2G33450.1,,Ribosomal L28 family,SHADE<SUN,289.7991381,0.702914841,0.137123184,5.126156084,2.96E-07,8.96E-06
Norway spruce,,MA_10426581g0010,,,,,SHADE<SUN,420.7393832,0.163884957,0.165407622,0.990794472,0.321785949,0.759795993
Scots pine,PITA_000034197,MA_10426635g0010,GO:0015115,AT5G37810.1,NIP4;1,,,,,,,,
Norway spruce,,MA_10426635g0010,,,,,SHADE<SUN,426.0401222,0.593508389,0.635117159,0.934486466,0.350053014,0.784898666
Scots pine,PITA_000051918,MA_10426641g0010,GO:0006364,AT4G25080.5,CHLM,magnesium-protoporphyrin IX methyltransferase,SHADE>SUN,439.1501422,1,,,,
Norway spruce,,MA_10426641g0010,,,,,SHADE<SUN,643.3408927,0.07451914,0.372748992,0.199917752,0.841544907,0.975408527
Scots pine,PITA_000014201,MA_10426769g0020,GO:0009965,AT1G78995.1,,unknown,SHADE<SUN,261.631187,1.300285438,0.221918079,5.859303767,4.65E-09,1.91E-07
Norway spruce,,MA_10426769g0020,,,,,SHADE<SUN,193.7171766,0.002796459,0.362984394,0.007704076,0.993853097,0.998801687
Scots pine,PITA_000016872,MA_10426812g0010,,AT1G08550.2,AVDE1,,,,,,,,
Norway spruce,,MA_10426812g0010,,,,,SHADE<SUN,1545.395363,0.60899037,0.24195467,2.516960595,0.011837207,0.117357773
Scots pine,PITA_000063520,MA_10426833g0010,GO:0005618,AT1G03220.1,,Eukaryotic aspartyl protease family protein,SHADE>SUN,37.56697498,-4.587604241,0.80815436,-5.676643559,1.37E-08,5.27E-07
Norway spruce,,MA_10426833g0010,,,,,SHADE>SUN,24.02699062,-1.676808756,0.67783036,-2.473788216,0.013368892,0.127890589
Scots pine,PITA_000075371,MA_10426834g0010,,AT1G49230.1,,RING/U-box superfamily protein,SHADE>SUN,24.86583726,-4.494983908,0.800458757,-5.615509692,1.96E-08,7.31E-07
Norway spruce,,MA_10426834g0010,,,,,SHADE>SUN,63.56683774,-0.654514496,0.444971095,-1.470914636,0.141314204,0.543107719
Scots pine,PITA_000014574,MA_10426914g0010,,AT2G15490.1,UGT73B4,UDP-glycosyltransferase 73B4,SHADE<SUN,1757.713883,4.813161633,0.6588048,7.305899466,2.75E-13,2.23E-11
Norway spruce,,MA_10426914g0010,,,,,SHADE<SUN,79.15845573,0.260566332,0.530965013,0.490741057,0.623609604,0.924269603
Scots pine,PITA_000008498,MA_10426917g0010,GO:0016020,AT3G17611.1,ATRBL14,,,,,,,,
Norway spruce,,MA_10426917g0010,,,,,SHADE>SUN,58.29480043,-0.391881238,0.587901837,-0.666575971,0.505043022,0.880322763
Scots pine,PITA_000009668,MA_10426931g0010,,AT3G27180.1,,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,SHADE<SUN,200.493219,1.133158439,0.170098011,6.66179711,2.70E-11,1.57E-09
Norway spruce,,MA_10426931g0010,,,,,SHADE>SUN,151.877444,-0.588853071,0.195527675,-3.011609853,0.002598664,0.039980879
Scots pine,PITA_000067002,MA_10426944g0020,,AT2G36780.1,,UDP-Glycosyltransferase superfamily protein,SHADE<SUN,386.8297303,1.906910684,0.285846527,6.671099705,2.54E-11,1.49E-09
Norway spruce,,MA_10426944g0020,,,,,SHADE<SUN,510.2569446,0.552229706,0.379584936,1.454825138,0.145717677,0.551729216
Scots pine,PITA_000024916,MA_10427035g0010,,AT4G39230.1,,NmrA-like negative transcriptional regulator family protein,SHADE<SUN,833.8496882,1.452528558,0.205147997,7,,
Norway spruce,,MA_10427035g0010,,,,,SHADE<SUN,39.60611701,1.002116477,0.508310033,1.971467041,0.048670479,0.295971029
Scots pine,PITA_000082449,MA_10427036g0010,,AT5G47840.1,AMK2,adenosine monophosphate kinase,SHADE>SUN,2581.620739,2,,,,
Norway spruce,,MA_10427036g0010,,,,,SHADE<SUN,294.2318463,0.06899944,0.258311203,0.26711749,0.789378702,0.965893765
Scots pine,PITA_000047411,MA_10427039g0010,GO:0003677,AT5G50920.1,ATHSP93-V,,,,,,,,
Norway spruce,,MA_10427039g0010,,,,,SHADE<SUN,169.1569925,0.098453126,0.194228231,0.506894008,0.61222919,0.919843384
Scots pine,PITA_000021420,MA_10427053g0010,GO:0003824,AT2G06050.3,DDE1,,,,,,,,
Norway spruce,,MA_10427053g0010,,,,,SHADE>SUN,117.6451099,-0.975816439,0.697978626,-1.398060632,0.162094861,0.58136346
Scots pine,PITA_000000328,MA_10427177g0010,GO:0005488,AT5G43940.1,,,SHADE>SUN,32.81503399,-0.872381353,0.266899351,-3.268578021,1,
Norway spruce,,MA_10427177g0010,,,,,SHADE<SUN,124.0393972,0.320617899,0.330242731,0.970855281,0.33162035,0.769188423
Scots pine,PITA_000031250,MA_10427211g0020,,AT3G03280.1,,unknown,SHADE>SUN,47.23716372,2,,,,
Norway spruce,,MA_10427211g0020,,,,,SHADE>SUN,15.68916241,-0.562784442,0.548427804,-1.026177809,0.304807779,0.745805886
Scots pine,PITA_000077702,MA_10427223g0010,,AT1G22770.1,FB,,,,,,,,
Norway spruce,,MA_10427223g0010,,,,,SHADE>SUN,87.07402147,-0.356075043,0.214481422,-1.660167299,0.096880801,0.444380376
Scots pine,PITA_000038936,MA_10427230g0010,,AT3G02820.1,,zinc knuckle (CCHC-type) family protein,SHADE>SUN,161.7102414,-0.535121368,0.156450108,-3.420396276,6,
Norway spruce,,MA_10427230g0010,,,,,SHADE>SUN,164.2315669,-0.129297145,0.431117583,-0.299911557,0.764244619,0.958838141
Scots pine,PITA_000079835,MA_10427281g0010,GO:0000023,AT3G55800.1,SBPASE,sedoheptulose-bisphosphatase,SHADE<SUN,4,,,,,
Norway spruce,,MA_10427281g0010,,,,,SHADE<SUN,699.8903851,0.055892312,0.216805971,0.257798768,0.796562215,0.966492811
Scots pine,PITA_000060758,MA_10427295g0010,GO:0008356,AT5G22640.1,emb1211,MORN (Membrane Occupation and Recognition Nexus) repeat-containing protein,SHADE<SUN,1,,,,,
Norway spruce,,MA_10427295g0010,,,,,SHADE<SUN,196.6336225,0.47710483,0.192018733,2.484678562,0.012966846,0.125201094
Scots pine,PITA_000052206,MA_10427302g0010,,AT4G16265.1,NRPB9B,,,,,,,,
Scots pine,PITA_000077880,MA_10427302g0010,GO:0000418,AT4G16265.1,NRPB9B,,,,,,,,
Norway spruce,,MA_10427302g0010,,,,,SHADE>SUN,79.20622528,-0.014718502,0.25105632,-0.058626297,0.953249765,0.993753579
Scots pine,PITA_000040191,MA_10427314g0010,GO:0010287,AT1G79600.1,,Protein kinase superfamily protein,SHADE<SUN,448.2060875,1.247635989,0.202708955,6.154814377,7.52E-10,3.48E-08
Norway spruce,,MA_10427314g0010,,,,,SHADE<SUN,379.894878,0.138099052,0.184336284,0.749169121,0.453755278,0.85520976
Scots pine,PITA_000088023,MA_10427334g0010,,AT5G50900.1,,ARM repeat superfamily protein,SHADE>SUN,118.5335767,-0.680399581,0.201104145,-3.383319522,7,
Norway spruce,,MA_10427334g0010,,,,,SHADE>SUN,131.4160354,-0.084223403,0.173390467,-0.485744139,0.627148585,0.925114592
Scots pine,PITA_000036860,MA_10427346g0010,GO:0009535,AT4G17600.1,LIL3:1,Chlorophyll A-B binding family protein,SHADE<SUN,236.3851159,0.96490119,0.117854639,8.187214371,2.67E-16,3.25E-14
Norway spruce,,MA_10427346g0010,,,,,SHADE<SUN,867.9232648,0.252230361,0.135920637,1.855717911,0.063493776,0.347626024
Scots pine,PITA_000002968,MA_10427362g0010,GO:0004765,AT2G21940.5,ATSK1,,,,,,,,
Norway spruce,,MA_10427362g0010,,,,,SHADE<SUN,49.50404719,0.042146722,0.295078157,0.142832402,0.886422546,0.984459734
Scots pine,PITA_000006872,MA_10427376g0010,,AT1G73340.1,,Cytochrome P450 superfamily protein,SHADE<SUN,503.7351835,0.984501697,0.210135295,4.685084897,2.80E-06,7.11E-05
Norway spruce,,MA_10427376g0010,,,,,SHADE<SUN,299.6567208,0.158725878,0.376761888,0.421289634,0.673543599,0.938508211
Scots pine,PITA_000024242,MA_10427389g0010,,AT2G32980.1,,unknown,SHADE<SUN,597.2822007,2.158775134,0.469404252,4.598967997,4.25E-06,1
Norway spruce,,MA_10427389g0010,,,,,SHADE>SUN,55.49447646,-0.148707691,0.247553194,-0.600710048,0.548033125,0.898003407
Scots pine,PITA_000010271,MA_10427427g0010,GO:0004565,AT4G36360.1,BGAL3,beta-galactosidase 3,SHADE<SUN,303.6465089,1.242545315,0.203308062,6.11163819,9.86E-10,4.49E-08
Norway spruce,,MA_10427427g0010,,,,,SHADE<SUN,177.3723901,0.305484116,0.203146014,1.503766232,0.132641569,0.526669409
Scots pine,PITA_000088795,MA_10427429g0010,GO:0005524,AT5G02500.2,AT-HSC70-1,,,,,,,,
Norway spruce,,MA_10427429g0010,,,,,SHADE>SUN,186.4943676,-0.581186773,0.553592916,-1.049845033,0.293789367,0.740044015
Scots pine,PITA_000074609,MA_10427522g0010,,AT4G35450.4,AFT,,,,,,,,
Norway spruce,,MA_10427522g0010,,,,,SHADE>SUN,173.5436641,-0.613933362,0.206056223,-2.979445859,0.002887703,0.043228918
Norway spruce,,MA_10427528g0010,,,,,SHADE<SUN,84.84289306,0.169965941,0.4117493,0.412789873,0.679760572,0.939642643
Scots pine,PITA_000063760,MA_10427528g0010,,,,,SHADE<SUN,315.6617658,0.768400122,0.208593964,3.683712153,2,
Norway spruce,,MA_10427575g0010,,,,,SHADE<SUN,9.747433929,1.234226582,0.571025571,2.161420862,0.030662844,0.22310141
Scots pine,PITA_000062624,MA_10427575g0010,,,,,SHADE>SUN,23.38945116,-1.922023206,0.535041274,-3.592289607,3,
Scots pine,PITA_000086819,MA_10427607g0010,,AT4G38540.1,,,SHADE<SUN,4,,,,,
Norway spruce,,MA_10427607g0010,,,,,SHADE>SUN,27.71933597,-0.87040532,0.417261609,-2.085994257,0.036979143,0.252549225
Scots pine,PITA_000094377,MA_10427625g0010,GO:0000166,AT2G22240.2,ATIPS2,,,,,,,,
Norway spruce,,MA_10427625g0010,,,,,SHADE<SUN,1006.982471,0.767796817,0.260199999,2.950794853,0.003169574,0.046310433
Scots pine,PITA_000006279,MA_10427809g0010,,AT4G28290.1,,unknown,SHADE<SUN,891.7680744,2.146835388,0.35158075,6.106237003,1,
Norway spruce,,MA_10427809g0010,,,,,SHADE>SUN,53.84752332,-0.013881332,0.294734613,-0.047097732,0.962435335,0.994333405
Scots pine,PITA_000011693,MA_10427810g0010,,AT2G36770.1,,UDP-Glycosyltransferase superfamily protein,SHADE<SUN,3589.103105,1.815881038,0.386881271,4.693639046,2.68E-06,6.85E-05
Norway spruce,,MA_10427810g0010,,,,,SHADE>SUN,73.06211302,-0.441760676,0.373493426,-1.182780324,0.236896221,0.692660249
Norway spruce,,MA_10427828g0010,,,,,SHADE>SUN,14.17822686,-0.339857314,0.467314159,-0.727256617,0.467068769,0.862061755
Scots pine,PITA_000066066,MA_10427828g0010,,,,,SHADE>SUN,47.14445122,-1.957176458,0.290506561,-6.737116208,1.62E-11,9.95E-10
Norway spruce,,MA_10427872g0010,,,,,SHADE>SUN,21.18956897,-1.280779886,0.550479762,-2.326661166,0.019983306,0.16910216
Scots pine,PITA_000044929,MA_10427872g0010,,,,,SHADE>SUN,35.82415837,-0.987714194,0.26529982,-3.72301118,1,
Scots pine,PITA_000076754,MA_10427909g0010,,AT3G58500.1,PP2A-4,protein phosphatase 2A-4,SHADE>SUN,14.79397146,-3.608233671,0.58352205,-6.183542976,6.27E-10,2.94E-08
Norway spruce,,MA_10427909g0010,,,,,SHADE<SUN,100.5884873,0.013938356,0.213509542,0.065282124,0.947949375,0.993685668
Scots pine,PITA_000093932,MA_10427935g0010,,AT3G51510.1,,unknown,SHADE<SUN,213.515512,0.649166395,0.13602918,4.772258397,1.82E-06,4.83E-05
Norway spruce,,MA_10427935g0010,,,,,SHADE<SUN,291.667752,0.060326265,0.152283971,0.396143234,0.691999366,0.943305091
Scots pine,PITA_000061126,MA_10427936g0010,GO:0004601,AT4G21960.1,PRXR1,Peroxidase superfamily protein,SHADE<SUN,106.9135804,0.884155607,0.244727231,3.612820705,3,
Norway spruce,,MA_10427936g0010,,,,,SHADE>SUN,115.8401467,-0.605785255,0.22076403,-2.744039666,0.00606882,0.074205719
Scots pine,PITA_000036052,MA_10428006g0010,GO:0000786,AT2G28720.1,,Histone superfamily protein,SHADE>SUN,90.96987409,-1.378233817,0.404239901,-3.409445264,6,
Norway spruce,,MA_10428006g0010,,,,,SHADE<SUN,114.6001115,0.609008821,0.464553789,1.310954372,0.18987318,0.627487382
Scots pine,PITA_000017028,MA_10428008g0010,GO:0003924,AT2G20860.1,LIP1,lipoic acid synthase 1,SHADE<SUN,136.3589047,0.635732873,0.143494479,4.430364708,9.41E-06,2
Norway spruce,,MA_10428008g0010,,,,,SHADE<SUN,162.4926227,0.390918437,0.162753166,2.401909868,0.016309726,0.146071673
Scots pine,PITA_000004337,MA_10428021g0010,GO:0005739,AT5G12860.2,DiT1,dicarboxylate transporter 1,SHADE<SUN,268.6224605,0.788163132,0.128993197,6.110113969,9.96E-10,4.53E-08
Norway spruce,,MA_10428021g0010,,,,,SHADE<SUN,358.2980927,0.414143781,0.145507492,2.846202462,0.004424405,0.05891826
Scots pine,PITA_000022991,MA_10428089g0010,,AT3G52430.1,ATPAD4,,,,,,,,
Norway spruce,,MA_10428089g0010,,,,,SHADE>SUN,67.08918451,-0.660523387,0.405974819,-1.627005803,0.103735865,0.462122438
Scots pine,PITA_000066986,MA_10428116g0010,GO:0016020,AT5G12080.3,ATMSL10,,,,,,,,
Norway spruce,,MA_10428116g0010,,,,,SHADE>SUN,57.96338987,-0.514264257,0.272077331,-1.890140039,0.058739233,0.332163348
Scots pine,PITA_000023600,MA_10428144g0010,GO:0016020,AT2G02040.1,ATPTR2,,,,,,,,
Norway spruce,,MA_10428144g0010,,,,,SHADE<SUN,438.6663474,1.278067219,0.497422163,2.569381331,0.010188028,0.106326151
Scots pine,PITA_000024795,MA_10428189g0010,GO:0005739,AT1G18900.2,,Pentatricopeptide repeat (PPR) superfamily protein,SHADE<SUN,188.4552136,0.806481043,0.141820671,5.686625478,1.30E-08,5
Norway spruce,,MA_10428189g0010,,,,,SHADE<SUN,71.75767503,0.325185604,0.267022035,1.217823106,0.223291202,0.675489746
Scots pine,PITA_000065353,MA_10428193g0010,,AT3G22970.1,,Protein of unknown function (DUF506) ,SHADE>SUN,2,,,,,
Norway spruce,,MA_10428193g0010,,,,,SHADE>SUN,31.79279708,-1.510606361,0.484725728,-3.116414654,0.001830647,0.030887594
Scots pine,PITA_000028401,MA_10428193g0010,,,,,SHADE>SUN,63.1099999,-1.499500076,0.307745402,-4.872534461,1.10E-06,3
Scots pine,PITA_000067721,MA_10428243g0010,GO:0005471,AT1G15500.1,ATNTT2,TLC ATP/ADP transporter,SHADE<SUN,165.8546598,0.845825561,0.208456521,4,,
Norway spruce,,MA_10428243g0010,,,,,SHADE>SUN,134.3267787,-0.096364238,0.206511579,-0.466628742,0.64076552,0.929311186
Scots pine,PITA_000009554,MA_10428348g0010,GO:0008270,AT5G09320.1,VPS9B,Vacuolar sorting protein 9 (VPS9) domain,SHADE<SUN,194.2144434,0.71151682,0.210318937,3.383037351,7,
Norway spruce,,MA_10428348g0010,,,,,SHADE<SUN,205.6583729,0.02149331,0.215865634,0.099568002,0.920687298,0.989429403
Scots pine,PITA_000001299,MA_10428368g0020,GO:0035251,AT1G05675.1,,UDP-Glycosyltransferase superfamily protein,SHADE>SUN,301.6777298,1,,,,
Norway spruce,,MA_10428368g0020,,,,,SHADE<SUN,202.7974799,0.212747716,0.225939439,0.941613898,0.346390352,0.781571754
Scots pine,PITA_000070401,MA_10428394g0010,,AT1G29520.1,,AWPM-19-like family protein,SHADE>SUN,29.94713722,-1.188893534,0.290395608,-4,,
Norway spruce,,MA_10428394g0010,,,,,SHADE<SUN,139.3935342,0.833192191,0.256547858,3.247706673,0.001163391,0.021924476
Scots pine,PITA_000036106,MA_10428415g0010,GO:0003824,AT5G13870.1,EXGT-A4,,,,,,,,
Norway spruce,,MA_10428415g0010,,,,,SHADE<SUN,185.2423326,0.821871039,0.529039291,1.553516067,0.120299894,0.50059947
Scots pine,PITA_000032765,MA_10428464g0010,GO:0004185,AT3G07990.1,SCPL27,serine carboxypeptidase-like 27,SHADE<SUN,134.9327528,0.6885567,0.139956055,4.919806445,8.66E-07,2.44E-05
Norway spruce,,MA_10428464g0010,,,,,SHADE<SUN,139.8151186,0.118473099,0.191058458,0.620088219,0.535199708,0.893840912
Scots pine,PITA_000020037,MA_10428537g0030,GO:0004672,AT2G32850.2,,Protein kinase superfamily protein,SHADE<SUN,74.93623693,5.407283534,0.789352279,6.850279244,7.37E-12,4.77E-10
Norway spruce,,MA_10428537g0030,,,,,SHADE<SUN,62.41242582,0.221278247,0.286910304,0.771245381,0.4405615,0.846891985
Scots pine,PITA_000030941,MA_10428568g0010,GO:0000015,AT2G36530.1,ENO2,,,,,,,,
Norway spruce,,MA_10428568g0010,,,,,SHADE<SUN,91.0128158,0.130315582,0.221333565,0.588774602,0.556012485,0.901450122
Scots pine,PITA_000053044,MA_10428648g0010,GO:0002215,AT5G06720.1,ATPA2,,,,,,,,
Norway spruce,,MA_10428648g0010,,,,,SHADE<SUN,1882.893201,1.862287647,0.653627797,2.849156132,0.004383536,0.058610342
Norway spruce,,MA_10428671g0010,,,,,SHADE<SUN,468.0159318,0.474497811,0.217301923,2.183587722,0.028992557,0.214898313
Scots pine,PITA_000011214,MA_10428671g0010,,,,,SHADE<SUN,1134.497192,1.234679758,0.277241111,4.453451202,8.45E-06,1
Scots pine,PITA_000020284,MA_10428684g0020,,AT4G23900.1,,Nucleoside diphosphate kinase family protein,SHADE<SUN,1,,,,,
Scots pine,PITA_000083410,MA_10428684g0020,,AT4G23900.1,,Nucleoside diphosphate kinase family protein,SHADE<SUN,142.2978866,0.805783681,0.1611813,4.999237993,5.76E-07,1.67E-05
Norway spruce,,MA_10428684g0020,,,,,SHADE<SUN,223.8988878,0.411671745,0.206922965,1.98949278,0.046646838,0.28998862
Scots pine,PITA_000015879,MA_10428694g0010,,AT1G36370.1,SHM7,serine hydroxymethyltransferase 7,SHADE<SUN,1,,,,,
Scots pine,PITA_000015880,MA_10428694g0010,GO:0004372,AT1G36370.1,SHM7,serine hydroxymethyltransferase 7,SHADE<SUN,714.7567839,1.64440307,0.202427072,8.123434531,4.53E-16,5.39E-14
Norway spruce,,MA_10428694g0010,,,,,SHADE>SUN,70.21148958,-0.013503481,0.277517338,-0.048658152,0.961191726,0.994333405
Scots pine,PITA_000090670,MA_10428769g0010,GO:0004221,AT5G06600.2,UBP12,ubiquitin-specific protease 12,SHADE<SUN,34.65589864,4.310552867,0.824956733,5.2251866,1.74E-07,5.49E-06
Norway spruce,,MA_10428769g0010,,,,,SHADE<SUN,81.42545672,0.085198708,0.210560134,0.404628862,0.68575034,0.941161206
Scots pine,PITA_000014485,MA_10428838g0010,,AT3G54500.2,,unknown,SHADE<SUN,346.1016353,0.858706239,0.122573891,7,,
Norway spruce,,MA_10428838g0010,,,,,SHADE>SUN,193.3463693,-0.234277616,0.257273151,-0.910618209,0.362496573,0.793991559
Scots pine,PITA_000003125,MA_10428839g0010,,AT1G74960.3,ATKAS2,,,,,,,,
Scots pine,PITA_000038946,MA_10428839g0010,GO:0000038,AT1G74960.3,ATKAS2,,,,,,,,
Norway spruce,,MA_10428839g0010,,,,,SHADE<SUN,182.5031387,0.504199134,0.228237632,2.209097285,0.027167875,0.205614157
Scots pine,PITA_000003316,MA_10428907g0020,GO:0005215,AT5G46800.1,BOU,Mitochondrial substrate carrier family protein,SHADE<SUN,231.8739108,0.831180706,0.119153698,6.975702131,3,
